FROM_DISPATCH_DATE,FROM_DISPATCH_PERIOD,TO_DISPATCH_DATE,TO_DISPATCH_PERIOD,CONDITION_DESCRIPTION
19-Dec-17,37,19-Dec-17,38,Fuel changeover test of Generating Unit KMCBLK2 - GASTUR12 is anticipated to carry out on 19 Dec 2017 at the following timing. Gas to Diesel : At about 1801Hrs. Diesel to Gas : At about 1845Hrs.
20-Dec-17,36,20-Dec-17,37,Fuel changeover test of Generating Unit SNKCCP1 - GASTUR 1 was carried out and completed on 20 Dec 2017 at the following timing. Gas to Gas : From 1732Hrs - 1737Hrs. Gas to Gas : From 1810Hrs - 1814Hrs.
20-Dec-17,36,20-Dec-17,37,Fuel changeover test of Generating Unit SNKCCP1-GASTUR 1 is anticipated to carry out on 20 Dec 2017 at the following timing. Gas to Gas : At about 1731Hrs. Gas to Gas : At about 1801Hrs.
21-Dec-17,43,21-Dec-17,44,Fuel changeover test of Generating Unit TUASCCP3 was carried out and completed on 21 Dec 2017 at the following timing. Gas to Diesel : From 2101Hrs - 2104Hrs. Diesel to Gas : From 2138Hrs - 2143Hrs.


21-Dec-17,43,21-Dec-17,44,Fuel changeover test of Generating Unit TUASCCP3 is anticipated to carry out on 21 Dec 2017 at the following timing. Gas to Diesel : At about 2101Hrs. Diesel to Gas : At about 2131Hrs.
21-Dec-17,45,21-Dec-17,45,Forced outage of Yasin 75MVA 66/22kV transformer No. 2 on 21 Dec 2017 at 2201Hrs.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of the Forced Outage.)


22-Dec-17,37,22-Dec-17,38,Fuel changeover test of Generating Unit KMCBLK3 was carried out and completed on 22 Dec 2017 at the following timing. Gas to Diesel : From 1806Hrs - 1814Hrs. Diesel to Gas : From 1846Hrs - 1854Hrs.
22-Dec-17,37,22-Dec-17,39,Fuel changeover test of Generating Unit KMCBLK3 is anticipated to carry out on 22 Dec 2017 at the following timing. Gas to Diesel : At about 1801Hrs. Diesel to Gas : At about 1915Hrs.
24-Dec-17,19,24-Dec-17,28,Outage of Generating Unit SKRA G1 - STGENR10 on 24 Dec 2017 at 0906Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)



26-Dec-17,29,26-Dec-17,31,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 2 is anticipated to carry out on 26 Dec 2017 from 1410Hrs to 1510Hrs.
26-Dec-17,29,26-Dec-17,31,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 2 was carried out on 26 Dec 2017 from 1402Hrs to 1510Hrs.
26-Dec-17,46,26-Dec-17,46,Outage of Changi South 66/22kV transformer No.2 on 26 Dec 2017 at 2253Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
29-Dec-17,23,05-Jan-18,48,Outage of Generating Unit TUASCCP1 on 29 Dec 2017 at 1100Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
29-Dec-17,36,29-Dec-17,37,Fuel changeover test of Generating Unit TSPBLK1 was carried out and completed on 29 Dec 2017 at the following timing. Gas to Diesel : From 1734Hrs - 1737Hrs. Diesel to Gas : From 1809Hrs - 1811Hrs.
29-Dec-17,36,29-Dec-17,37,Fuel changeover test of Generating Unit TSPBLK1 is anticipated to carry out on 29 Dec 2017 at the following timing. Gas to Diesel : At about 1731Hrs. Diesel to Gas : At about 1801Hrs.
30-Dec-17,1,30-Dec-17,48,Outage of Generating Unit SERCCP3 on 30 Dec 2017 at 0001Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)

03-Jan-18,25,03-Jan-18,25,Outage of TMUC 66/22kV station transformer No. 1 on 03 Jan 2018 at 1230Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
03-Jan-18,27,03-Jan-18,27,Outage of Rangoon 230kV CB1-252 on 03 Jan 2018 at 1310Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
03-Jan-18,34,03-Jan-18,34,Forced outage of Tuaspring 230kV CB1-152 and CB1-252 on 03 Jan 2018 at 1649Hrs.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of the Forced Outage.)
04-Jan-18,21,04-Jan-18,21,Forced outage of Generating Unit SNK CCP5-CCPST 5 at 103MW on 04 Jan 2018 at 1027Hrs.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of the Forced Outage.)
04-Jan-18,29,04-Jan-18,29,Outage of Sakra I 66kV 66/22kV transformer No. 3 on 04 Jan 2018 at 1414Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
05-Jan-18,18,09-Jan-18,36,Pigging operations has completed on 07 Jan 2018 at 1536Hrs for the day.
05-Jan-18,18,09-Jan-18,36,Pigging operations has completed on 08 Jan 2018 at 1625Hrs for the day.
05-Jan-18,18,09-Jan-18,36,Upstream will be carrying out pigging operations from Pemping, Indonesia to Sakra ORF, Singapore on 5 - 9 Jan 2018 from 0900Hrs to 1800Hrs. Please be alert and standby.
05-Jan-18,18,09-Jan-18,36,Pigging operations has completed on 09 Jan 2018.
10-Jan-18,24,13-Jan-18,36,SLNG will be carrying out switchgear maintenance work at the SLNG Terminal, Jurong Island from 10 Jan 2018, 1200Hrs till 13 Jan 2018, 1800Hrs. Please be on alert and standby.
10-Jan-18,24,13-Jan-18,36,SLNG has completed the switchgear maintenance work on 13 Jan 2018 at 15:00Hrs.
10-Jan-18,43,10-Jan-18,44,Fuel changeover test of Generating Unit TUASCCP5 was carried out and completed on 10 Jan 2018 at the following timing. Gas to Gas : From 2101Hrs - 2104Hrs. Gas to Gas : From 2136Hrs - 2137Hrs.
10-Jan-18,43,10-Jan-18,44,Fuel changeover test of Generating Unit TUASCCP5 is anticipated to carry out on 10 Jan 2018 at the following timing. Gas to Gas : At about 2101Hrs. Gas to Gas : At about 2131Hrs.
10-Jan-18,45,11-Jan-18,48,Outage of Generating Unit SERCCP2 on 10 Jan 2018 at 2201Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
11-Jan-18,27,11-Jan-18,29,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 2 is anticipated to carry out on 11 Jan 2018 from 1310Hrs to 1410Hrs.
11-Jan-18,27,11-Jan-18,29,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 2 on 11 Jan 2018 from 1310Hrs to 1410Hrs is cancelled.

11-Jan-18,43,11-Jan-18,44,Fuel changeover test of Generating Unit TUASCCP3 was carried out and completed on 11 Jan 2018 at the following timing. Gas to Diesel : From 2101Hrs - 2104Hrs. Diesel to Gas : From 2138Hrs - 2142Hrs.
11-Jan-18,43,11-Jan-18,44,Fuel changeover test of Generating Unit TUASCCP3 is anticipated to carry out on 11 Jan 2018 at the following timing. Gas to Diesel : At about 2101Hrs. Diesel to Gas : At about 2131Hrs.
12-Jan-18,4,12-Jan-18,4,Activate scheduled contingency reserve from Load Facilities. Must deliver within 10 Minutes.
12-Jan-18,4,12-Jan-18,4,Forced outage of generating unit SERCCP3 at 273MW on 12 Jan 2018 at 01:40Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
12-Jan-18,6,12-Jan-18,6,Load interrupted can be restored with immediate effect. 
12-Jan-18,16,12-Jan-18,34,Outage of Generating Unit SERCCP3 on 12 Jan 2018 at 0731Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
12-Jan-18,16,12-Jan-18,48,Outage of Generating Unit SERCCP3 from 12 Jan 2018 at 0731hrs to 12 Jan 2018 at 2359hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
12-Jan-18,43,12-Jan-18,44,Fuel changeover test of Generating Unit TUASCCP4 was carried out and completed on 12 Jan 2018 at the following timing. Gas to Diesel : From 2101Hrs - 2104Hrs. Diesel to Gas : From 2138Hrs - 2142Hrs.
12-Jan-18,43,12-Jan-18,44,Fuel changeover test of Generating Unit TUASCCP4 is anticipated to carry out on 12 Jan 2018 at the following timing. Gas to Diesel : At about 2101Hrs. Diesel to Gas : At about 2131Hrs.
13-Jan-18,19,14-Jan-18,34,Outage of Generating Unit TUASCCP5 on 13 Jan 2018 at 0900Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)

13-Jan-18,32,13-Jan-18,32,Outage of Sakra Cogen/Jurong Island 230kV Feeder No. 2 on 13 Jan 2018 at 1554Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
15-Jan-18,30,18-Jan-18,48,Outage of Generating Unit SNKCCP1-GASTUR 2 on 15 Jan 2018 at 1431Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
16-Jan-18,6,16-Jan-18,6,Forced outage of Toh Guan/Jurong Pier 66kV Feeder  on 16 Jan 2018 at 0258Hrs.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of the Forced Outage.)
16-Jan-18,24,16-Jan-18,24,Outage of Tembusu 230kV Bus Section 2 CB BS 2-152 on 16 Jan 2018 at 1128Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
16-Jan-18,37,16-Jan-18,38,Fuel changeover test of Generating Unit SNKCCP6 was carried out and completed on 16 Jan 2018 at the following timing. Gas to Gas : From 1801Hrs - 1808Hrs. Gas to Gas : From 1845Hrs - 1854Hrs.
16-Jan-18,37,16-Jan-18,38,Fuel changeover test of Generating Unit SNKCCP6 is anticipated to carry out on 16 Jan 2018 at the following timing. Gas to Gas : At about 1801Hrs. Gas to Gas : At about 1831Hrs.
16-Jan-18,41,16-Jan-18,41,Outage of Ayer Rajah/Paya Lebar 400kV Feeder on 16 Jan 2018 at 2004Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
17-Jan-18,43,17-Jan-18,44,Fuel changeover test of Generating Unit TUASCCP1 was carried out and completed on 17 Jan 2018 at the following timing. Gas to Diesel : From 2101Hrs - 2105Hrs. Diesel to Gas : From 2138Hrs - 2142Hrs.
17-Jan-18,43,17-Jan-18,44,Fuel changeover test of Generating Unit TUASCCP1 is anticipated to carry out on 17 Jan 2018 at the following timing. Gas to Diesel : At about 2101Hrs. Diesel to Gas : At about 2131Hrs.
18-Jan-18,29,18-Jan-18,31,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 2 is anticipated to carry out on 18 Jan 2018 from 1410Hrs to 1510Hrs.
18-Jan-18,29,18-Jan-18,31,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 2 on 18 Jan 2018 from 1410Hrs to 1510Hrs is cancelled.
18-Jan-18,42,18-Jan-18,42,Forced outage of generating unit TUASCCP5 at 373MW on 18 Jan 2018 at 20:44Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
18-Jan-18,42,18-Jan-18,42,Activate scheduled contingency reserve from Load Facilities. Must deliver within 10 Minutes.
18-Jan-18,45,18-Jan-18,45,Load interrupted can be restored with immediate effect. 
19-Jan-18,21,19-Jan-18,23,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 2 is anticipated to carry out on 19 Jan 2018 from 1010Hrs to 1110Hrs.
19-Jan-18,21,19-Jan-18,23,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 2 was carried out on 19 Jan 2018 from 1013Hrs to 1119Hrs.
20-Jan-18,1,03-Feb-18,48,Outage of Generating Unit TUASCCP2 on 31 Jan 2018 at 0000Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)

23-Jan-18,16,14-Feb-18,36,SLNG has completed the switchgear maintenance work on 14 Feb 2018 at 18:00Hrs
23-Jan-18,16,14-Feb-18,36,SLNG will be carrying out switchgear maintenance work at the SLNG Terminal, Jurong Island from 23 Jan 2018, 0800Hrs till 14 Feb 2018, 1800Hrs. Please be on alert and standby.
24-Jan-18,17,24-Jan-18,17,Outage of Labrador 400/230kV transformer No. 4 on 24 Jan 2018 at 0829Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
24-Jan-18,32,24-Jan-18,32,Outage of Paya Lebar I 66/22kV transformer No. 3 on 24 Jan 2018 at 1558Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
25-Jan-18,2,25-Jan-18,11,Outage of Generating Unit SKRA G1 & SKRA G2-STGENR10 on 25 Jan 2018 at 0038Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
25-Jan-18,2,25-Jan-18,16,Outage of Generating Unit SKRA G1 & SKRA G2 - STGENR10 from 25 Jan 2018 at 0038hrs to 25 Jan 2018 at 0759hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
25-Jan-18,12,25-Jan-18,14,Outage of Generating Unit SKRA G1 & SKRA G2-STGENR10 on 25 Jan 2018 at 0531Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
25-Jan-18,38,25-Jan-18,38,Forced outage of Labrador 400/230kV transformer No. 1 on 25 Jan 2018 at 1843Hrs.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of the Forced Outage.)
26-Jan-18,35,26-Jan-18,36,Fuel changeover test of Generating Unit SNKCCP7 is anticipated to carry out on 26 Jan 2018 at the following timing. Gas to Gas : At about 1701Hrs. Gas to Gas : At about 1731Hrs.


26-Jan-18,35,26-Jan-18,36,Fuel changeover test of Generating Unit SNKCCP7 was carried out and completed on 26 Jan 2018 at the following timing. Gas to Gas : From 1701Hrs - 1710Hrs. Gas to Gas : From 1743Hrs - 1752Hrs.
28-Jan-18,9,28-Jan-18,9,Forced outage of generating unit TUASCCP5 at 284MW on 28 Jan 2018 at 04:01Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
29-Jan-18,1,03-Feb-18,24,Outage of Generating Unit SKRA G1 - GASTUR11 from 29 Jan 2018 at 0001hrs to 03 Feb 2018 at 1159hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
30-Jan-18,32,30-Jan-18,32,Forced outage of generating unit SLNG G2 at 8MW on 30 Jan 2018 at 15:32Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
30-Jan-18,36,16-Feb-18,34,Outage of Generating Unit SLNG G2 from 30 Jan 2018 at 1738hrs to 16 Feb 2018 at 1700hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
30-Jan-18,37,30-Jan-18,38,Fuel changeover test of Generating Unit KMCBLK4 is anticipated to carry out on 30 Jan 2018 at the following timing. Gas to Diesel : At about 1801Hrs. Diesel to Gas : At about 1831Hrs.
30-Jan-18,37,30-Jan-18,38,Generating Unit KMCBLK4 has cancelled its Fuel changeover test on 30 Jan 2018.
30-Jan-18,41,30-Jan-18,42,Fuel changeover test of Generating Unit KMCBLK4 was carried out and completed on 30 Jan 2018 at the following timing. Gas to Diesel : From 2003Hrs - 2012Hrs. Diesel to Gas : From 2047Hrs - 2055Hrs.
30-Jan-18,41,30-Jan-18,42,Fuel changeover test of Generating Unit KMCBLK4 is anticipated to carry out on 30 Jan 2018 at the following timing. Gas to Diesel : At about 2001Hrs. Diesel to Gas : At about 2031Hrs.
03-Feb-18,23,03-Feb-18,23,Outage of Labrador II 230kV - CB5-152 on 03 Feb 2018 at 1113Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
